SKU,Name,Technical Name,Category,Sub Category,Product Type,Unit,Base Rate,GST %,HSN Code,Packaging Type,Weight (kg),Packing Size,MOQ Web,MOQ Dist,MOQ Bulk (kg),Status Web,Status Dist,Status Bulk,P Alpha,C Beta,T Gama,Notes
TR-001,Trichoderma,Trichoderma Viride,Bio-fungicide,,powder,KG,250,,,,,,,,,active,not_listed,inactive,0,0,0,Biological fungicide
SE-001,Seaweed Extract,Ascophyllum Nodosum,Bio-stimulant,,liquid,Litre,420,,,,,,,,,active,not_listed,inactive,0,0,0,Growth promoter
BK-911,Acetobacter spp,acetobacter spp,Biological,bio fertilizer,bulk,KG,28,5,3101,,,,10,50,200,active,not_listed,active,40,28,68,
BK-817,Ampelomyces quisqualis,ampelomyces quisqualis 2x10^9 cfu/g,Biological,bio fungicide,bulk,KG,25,18,3808,,,,10,50,200,active,not_listed,active,40,25,65,
BK-116,Anti Virus,,Biological,organic insecticides,bulk,KG,50,18,3808,,,,10,50,300,active,not_listed,active,8.5,5,13.5,
BK-652,Azospirillum spp,azosprillum nitrogen,Biological,bio fertilizer,bulk,KG,32,5,3101,,,,10,50,400,active,not_listed,active,40,32,72,
BK-994,Azotobacter spp,azotobacter,Biological,bio fertilizer,bulk,KG,28,5,3101,,,,10,50,500,active,not_listed,active,22.5,14,36.5,
BK-491,Bacillus supp 2% AS,bacillus supp 2 %,Biological,bio fungicide,bulk,KG,32,5,3808,,,,25,50,200,active,not_listed,active,40,32,72,
BK-869,Beauveria Bassiana,beauveria bassiana,Biological,bio insecticides,bulk,KG,26,5,3808,,,,10,50,100,active,not_listed,active,40,26,66,
BK-650,Beauveria Bassiana Bio Insecticide Powder,beauveria bassiana,Biological,bio insecticides,bulk,KG,22,5,3808,,,,10,50,200,active,not_listed,active,3.2,2.2,5.4,
BK-543,BHUMIRAJA (MYCORRHIZA),mycorrhiza 100 ip/g,Biological,bio fertilizer,bulk,KG,12,5,3105,,,,20,200,500,active,not_listed,active,10,12,22,
BK-468,BT Bio Larvicide Powder,bacillus thuringiensis,Biological,bio insecticides,bulk,KG,28,5,3808,,,,10,50,200,active,not_listed,active,8,2.8,10.8,
BK-1049,BT Larvicide,bacillus thuringiensis,Biological,bio insecticides,bulk,KG,32,5,3808,,,,10,50,500,active,not_listed,active,40,32,72,
BK-470,bulk metaharzium kg,paclobutrazol 23 %,Biological,plant growth regulator,bulk,KG,450,18,3808,,,,10,30,100,active,not_listed,active,40,450,490,
BK-486,bulk trichoderma viridi kg,trichoderma viride,Biological,bio fungicide,bulk,KG,22,5,3808,,,,10,50,200,active,not_listed,active,15,22,37,
BK-863,BULK vam LITER,vam ( glomus spp. ) 100 ip/ml,Biological,bio fertilizer,bulk,KG,40,5,3101,,,,25,50,500,active,not_listed,active,40,40,80,
BK-903,compost activator,compost activator,Biological,bio fertilizer,bulk,KG,33,5,3101,,,,10,50,200,active,not_listed,active,8.5,3.3,11.8,
BK-542,K Raja,mycorrhiza 100 ip/g,Biological,bio fertilizer,bulk,KG,1871,5,3105,,,,1,10,50,active,not_listed,active,7,187.1,194.1,
BK-860,Liquid Consortia - Bio NPK,bio npk liquid consortia,Biological,bio fertilizer,bulk,KG,0,5,3101,,,,25,50,200,active,not_listed,inactive,8.5,3.5,12,
BK-992,Metarhizium anisopliae,metarhizium anisopliae,Biological,bio insecticides,bulk,KG,0,18,3808,,,,10,50,200,active,not_listed,inactive,40,20,60,
BK-859,Metarhizium Anisopliae Bio Insecticide Powder,metarhizium anisopliae,Biological,bio insecticides,bulk,KG,0,18,3808,,,,10,50,75,active,not_listed,inactive,8,2,10,
BK-651,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID,pochonia chlamydosporia 1 %,Biological,bio insecticides,bulk,KG,0,18,3808,,,,25,50,100,active,not_listed,inactive,22.5,12.5,35,
BK-469,NEMA PRIME (Pochonia chlamydposporia 1% W.P),pochonia chlamydosporia 1 %,Biological,bio insecticides,bulk,KG,0,18,3808,,,,10,50,100,active,not_listed,inactive,15,22,37,
BK-623,NEMOTODE PLUS (BIO PESTICIDES,verticillium chlamydosporium 1 %,Biological,bio insecticides,bulk,KG,0,18,3808,,,,10,50,100,active,not_listed,inactive,15,22,37,
BK-870,Paecilomyces Lilacinus,paecilomuces lilacinus,Biological,bio fungicide,bulk,KG,0,18,3808,,,,25,50,200,active,not_listed,inactive,40,33,73,
BK-790,Phosphate Solubilizing Bacteria,phosphate solubilizing bacteria,Biological,bio fertilizer,bulk,KG,0,5,3101,,,,10,50,200,active,not_listed,inactive,22.5,14,36.5,
BK-918,Potash Mobilizing Bacteria,potash mobilizing bacteria,Biological,bio fertilizer,bulk,KG,0,5,3101,,,,10,50,200,active,not_listed,inactive,40,32,72,
BK-548,pseudomonas florence kg,pseudomonas fluorescens,Biological,bio fungicide,bulk,KG,0,5,3808,,,,25,50,200,active,not_listed,inactive,3.3,0.48,3.78,
BK-867,Pseudomonas fluorescence,pseudomonas fluorescens,Biological,bio fungicide,bulk,KG,0,5,3808,,,,25,50,200,active,not_listed,inactive,22.5,21,43.5,
BK-917,Rhizobium spp,rhizobium spp,Biological,bio fertilizer,bulk,KG,0,5,3101,,,,10,50,100,active,not_listed,inactive,40,28,68,
BK-622,Sporothrix Fungorum,sporothrix fungorum,Biological,bio insecticides,bulk,KG,0,18,3808,,,,0,50,85,active,not_listed,inactive,8.5,2,10.5,
BK-902,Sulphur & Iron Bacteria,sulphur + iron,Biological,bio fertilizer,bulk,KG,0,5,3101,,,,10,50,200,active,not_listed,inactive,40,32,72,
BK-996,Trichoderma harzianum,trichoderma harzianum,Biological,bio fungicide,bulk,KG,0,5,3808,,,,10,50,200,active,not_listed,inactive,22.5,12.5,35,
BK-546,Trichoderma viride,trichoderma viride,Biological,bio fungicide,bulk,KG,0,5,3808,,,,25,50,200,active,not_listed,inactive,40,25,65,
BK-862,Triple Attack - VBM,verticillium lecanii 1 % + beauveria bassiana 1 % + metarhizium anisopliae 1 %,Biological,bio insecticides,bulk,KG,0,18,3808,,,,10,50,200,active,not_listed,inactive,8.5,3.5,12,
BK-540,Triple Attack (VBM) kg,verticillium lecanii 1 % + beauveria bassiana 1 % + metarhizium anisopliae 1 %,Biological,bio insecticides,bulk,KG,0,18,3808,,,,10,50,200,active,not_listed,inactive,1.692,3,4.692,
BK-997,Verticillium lecanii,verticillium lecanii,Biological,bio insecticides,bulk,KG,0,18,3808,,,,10,50,200,active,not_listed,inactive,40,33,73,
BK-901,Verticillium Lecanii Bio Insecticide Powder,verticillium lecanii,Biological,bio insecticides,bulk,KG,0,18,3808,,,,10,50,30,active,not_listed,inactive,8,2.2,10.2,
BK-998,Zinc Solubiilizing Bacteria,zinc solubilizing bacteria 1x10^8 cfu/ml,Biological,bio fertilizer,bulk,KG,0,5,3101,,,,10,50,200,active,not_listed,inactive,22.5,14,36.5,
BK-596,6BA,benzyl adenine,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1118,Acephate 50% + Imidacloprid 1.8% SP,acephate 50 % + imidacloprid 1.8 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1041,Acetamipirid  Tech,acetamiprid 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-820,Acetic acid,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-772,Alfalfa (lucerne grass)_Trees and grass seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-827,Alizarin red,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1036,Alpha cypermethrin  Tech,alphacypermethrin 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-670,Altrazine 50%,altrazine 50 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-838,Ammonia-based buffer,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-812,Ammonium purpurate,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1156,Ammonium Sulphate 20.5% GR,ammonium sulphate 20.5 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1021,Ampelomyces quisqualis  Tech,ampelomyces quisqualis 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-605,AOS,alpha olefin sulfonate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-613,Arosol,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-783,Azelaic Acid,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-672,Azoss Tech,azosprillum nitrogen 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-990,Azoto Tech,azotobacter chroococcum 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1043,Azoxystrobin  Tech,azoxystrobin 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-851,Azoxystrobin 40% + mancozeb 7% OS,azoxystrobin 40 % + mancozeb 7 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1024,Bacillus supp   Tech,bacillus subtilis 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1000,BHASAM,beauveria bassiana,bulk,bulk,bulk,KG,0,5,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1027,Bifenthrin  Tech,bifenthrin 97 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-821,Boric acid crystal,,bulk,bulk,bulk,KG,0,5,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-24,BORON 20,boron 20 %,bulk,bulk,bulk,KG,0,5,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-835,Bromothymol blue,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-691,Brussels Sprouts (Organic),,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1005,BT Bio Insecticide (Bacillus thuringiensis israelensis)  Tech,bacillus thuringiensis,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1004,BT Bio Larvicide   Tech,bacillus thuringiensis,bulk,bulk,bulk,KG,0,5,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-818,Buffer tablets,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1148,Buprofezin 25% SC,buprofezin 25 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1019,Calcium Solubilizing bacteria  Tech,calcium solubilizing bacteria 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1163,Calcium Thhiosulphate - WP,calcium thiosulphate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-828,Carbon tetrachloride,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-664,Carbopol 940(V-Pol),carbopol 940 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1149,Cartaprole Hydrochloride 7.5% + Chlorantraniliprole 0.4% GR,cartaprole hydrochloride 7.5 % + chlorantraniliprole 0.4 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-692,Celosia Ice Cream Cherry Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-693,Celosia Ice Cream Mix Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-694,Celosia Ice Cream Orange Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-695,Celosia Ice Cream Yellow Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1132,CHAKRAYAAN,chlorantraniliprole 8.8 % + thiamethoxam 17.5 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1123,Chlorantraniliprole 35% WG,chlorantraniliprole 35 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1124,Chlorantraniliprole 50% FS,chlorantraniliprole 50 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1037,Chlorantranilliprole  Tech,chlorantraniliprole 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1130,Chloropyrifos Tech 98 %,chlorpyrifos tech 98 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1105,Chlorothalonil 40% + Difenoconazole 4%,chlorothalonil 40 % + difenoconazole 4 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-811,Chromophyll green,chlorophyll extract (green pigment),bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1028,Clodinafop Propargyl  Tech,clodinafop propargyl 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-849,Clodinafop Propargyl 15 % WP,clodinafop propargyl 15 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1034,Clothianidin  Tech,clothianidin 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-696,Coleus Kong Empire Mix Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-697,Coleus Wizard Mix Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-850,CONCOR,difenoconazole 25 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-698,Cucumber Indam Swadlsht (43) [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-815,Cupric sulfate pentahydrate,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1155,Cyantraniliprole 7.3% + Diafenthiuron 36.4% SC,cyantraniliprole 7.3 % + diafenthiuron 36.4 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1117,Cypermethrin 3% + Quinalphos 20% EC,cypermethrin 3 % + quinalphos 20 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1015,DEKMPOSE,compost activator,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-612,Di potassium Hydrogen,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1029,Diafenthiuron  Tech,diafenthiuron 97 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1033,Dianotofuron  Tech,dinotefuran 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-699,Dianthus Fl Double Dynasty Mix [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1042,Dimethomorph  Tech,dimethomorph 97 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-842,Dipotassium hydrogen phosphate,dipotassium hydrogen phosphate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-886,DOCTER 505,chlorpyrifos 50 % + cypermethrin 5 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-563,DR NEEM OIL 5000 PPM,dr neem oil 5000 ppm,bulk,bulk,bulk,KG,0,5,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1026,Emamectin Benzoate TC  Tech,emamectin benzoate 70 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-700,Endive Rufec (Organic),,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-701,Endive Sempre Bianca (Organic),,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-830,Eosin yellow,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-839,Ferric chloride hexahydrate,ferric chloride hexahydrate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-804,Ferric sulfate,ferric sulphate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-21,FERROUS EDDHA,ferrous eddha 6 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-20,FERROUS EDTA,ferrous edta 12 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-687,Ferterra,chlorothalonil 0.4 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1038,Fipronil  Tech,fipronil 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1052,Flubendiamide Tech,flubendiamide 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1131,Foot Powder -Clotrimazole powder,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-805,Formaldehyde,formaldehyde,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-669,Frulure Fruit Fly Trap,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-702,Gaillardia Fl Mesa Mix,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-703,Gerbera Fl Mega Revol Form Mix [HY],,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-704,German Chamomilla,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-825,Glycerin,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1016,GROWTH SARTHI,bio npk liquid consortia,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-705,Hot Pepper Indam Angar [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-776,HUMIC FLAKES,humate flakes,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-597,IBA,indole butyric acid,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1035,Imidacloprid  Tech,imidacloprid 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-07,IRON EDTA,ferrous sulphate 12 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-675,JFF Technical Azotobacter,azotobacter 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-677,JFF Technical Bio Fertilizer,azotobacter 1x10^9 cfu/g + phosphate solublizing bacteria 1x10^9 cfu/g + potash mobilizing bacteria 1x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-673,JFF Technical Decomposer,compose activator,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-674,JFF Technical P Fungi,phosphate solubilizing fungi 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1012,K-MOB,potash mobilizing bacteria,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-819,Karl Fischer reagent,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1184,Kcl 0-0-60,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-808,King's medium base,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-671,KMB Tech,frateuria aurantia 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-706,Knol Khol Indam Early White OP  Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-707,Knol Khol Indam Jumbo [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-801,L-ascorbic acid,ascorbic acid,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-824,Lactic acid,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-823,Lactophenol cotton blue,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-616,Lactose,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-968,Lambda- Cyhalothrin 5% EC,lambdacyhalothrin 5 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1039,Lambda-Cyhalothrin  Tech,lambda 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-708,Lemon Balm,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-709,Lemon Basil Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-777,Lithium Chloride Anhydrous,lithium chloride,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1145,LOOPERKILLER,methoxyfenozide 20 % + chlorantraniliprole 5 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-710,Luffa Indam 65 [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-711,Luffa Indam Ragini [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-602,Maize Starch,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-30,Manganese EDTA 12% (7),manganese edta 12 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1002,META POWER,metarhizium anisopliae,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-834,Methyl orange indicator,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-836,Methyl red solution,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1030,Metsulfuron methyl  Tech,metsulfuron methyl 95 %,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-31,Mono Potassium Phosphate (5),mono potassium phosphate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1140,Mono Potassium Phosphate Hydroponics,mono potassium phosphate,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1017,MYCORRHIZA  Tech,mycorrhiza 2x10^9 cfu/g,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-667,Myo-Inositol,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-595,NATCA,asthetically acid,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-779,Nitrocea,azotobacter chroococcum 1x10^8 cfu/ml,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1067,NitroGrow - HD (Concentrated Azotobacter spp.),azotobacter 5x10^9 cfu/ml,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1179,NPK 12-30-10,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1180,NPK 12-30-10-4.5 CaO,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-5414,NPK 13 40 13,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1178,NPK 14-18-18,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1182,NPK 14-18-18-6S-1B,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1177,NPK 14-23-14,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1181,NPK 14-23-14-6S-1B,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1146,NPK 15 15 15,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1183,NPK 15-15-15,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-810,Nutrient agar,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-715,Onion Indam 4 [HY] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-713,Onion Indam Chandan [OP] Seeds,,bulk,bulk,bulk,KG,0,,,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
